person_id,xing,ming,synjob,pinji_category,start_year,start_yyyymm,end_year,end_yyyymm,synjob_eng
184020040300,李,承霖,學士,4-6,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,Academician
184020040300,李,承霖,文淵閣校理,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Member of the Hall of Profundity
184020040300,李,承霖,日講起居注官,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Day offical
184130039600,龍,啟瑞,侍講,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,attendant
184130039600,龍,啟瑞,學士,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,Academician
184130039600,龍,啟瑞,學政,1-3,1856.75,18561201-00:00:00,1857.0,18570301-00:00:00,Provincial Education Commissioner
184130039600,龍,啟瑞,政使,no-rank,1857.5,18570901-00:00:00,1857.5,18570901-00:00:00,(government officer)
184130039600,龍,啟瑞,日講起居注官,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,Day offical
184440039700,孫,毓溎,事務,1-3,1851.75,18511201-00:00:00,1852.5,18520901-00:00:00,Administrator
184440039700,孫,毓溎,知府,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,County Prefect
184520040000,蕭,錦忠,修撰,4-6,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Senior Compiler
185030041100,陸,增祥,修撰,4-6,1850.5,18500901-00:00:00,1860.5,18600901-00:00:00,Senior Compiler
185030041100,陸,增祥,知府,4-6,1860.75,18601201-00:00:00,1862.25,18620601-00:00:00,County Prefect
185030217000,翁,同龢,主事,4-6,1851.75,18511201-00:00:00,1855.75,18551201-00:00:00,Secretary
185030217000,翁,同龢,修撰,4-6,1856.25,18560601-00:00:00,1862.25,18620601-00:00:00,Senior Compiler
185030217000,翁,同龢,學政,no-rank,1858.75,18581201-00:00:00,1859.25,18590601-00:00:00,Provincial Education Commissioner
185030217000,翁,同龢,小京官,7-9,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,minor capital official
185230040700,章,鋆,上書房行走,4-6,1860.0,18600301-00:00:00,1861.25,18610601-00:00:00,Casual scholar
185230040700,章,鋆,修撰,4-6,1852.5,18520901-00:00:00,1859.75,18591201-00:00:00,Senior Compiler
185230040700,章,鋆,學政,1-3,1863.0,18630301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185230040700,章,鋆,學政,no-rank,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185230040700,章,鋆,正主考,4-6,1855.5,18550901-00:00:00,1855.75,18551201-00:00:00,Principal Chief Examiner
185410040700,孫,如僅,侍讀,4-6,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,attendant reader
185410040700,孫,如僅,修撰,4-6,1854.0,18540301-00:00:00,1860.75,18601201-00:00:00,Senior Compiler
185410040700,孫,如僅,內閣學士,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Academician of the Grand Secretariat
185410040700,孫,如僅,學士,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Academician
185410040700,孫,如僅,學政,1-3,1855.5,18550901-00:00:00,1863.0,18630301-00:00:00,Provincial Education Commissioner
185410040700,孫,如僅,學政,no-rank,1855.5,18550901-00:00:00,1857.75,18571201-00:00:00,Provincial Education Commissioner
185410040700,孫,如僅,日講起居注官,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Day offical
185410040700,孫,如僅,欽命,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,By Imperial Appointment
185930039800,孫,家鼐,修撰,4-6,1859.5,18590901-00:00:00,1864.0,18640301-00:00:00,Senior Compiler
185930039800,孫,家鼐,正主考,4-6,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Principal Chief Examiner
186010040300,鍾,駿馨,修撰,4-6,1860.0,18600301-00:00:00,1862.25,18620601-00:00:00,Senior Compiler
186120061700,張,之萬,上書房行走,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Casual scholar
186120061700,張,之萬,日講起居注官,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Day offical
186120061700,張,之萬,詹事府詹事,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Household Administrator of the Heir Apparent
186120344900,翁,曾源,修撰,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Senior Compiler
186120344900,翁,曾源,學正,7-9,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,junior offical
186220040700,徐,郙,修撰,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Senior Compiler
186220040700,徐,郙,南書房行走,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Southern Internship
