person_id,xing,ming,synjob,pinji_category,start_year,start_yyyymm,end_year,end_yyyymm,synjob_eng
184020040300,李,承霖,日講起居注官,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Day offical
184020040900,馮,桂芬,中允,4-6,1856.75,18561201-00:00:00,1857.0,18570301-00:00:00,Companion to the Heir Apparent
184020040900,馮,桂芬,學政,no-rank,1857.5,18570901-00:00:00,1857.75,18571201-00:00:00,Provincial Education Commissioner
184020040900,馮,桂芬,编修,7-9,1850.5,18500901-00:00:00,1856.25,18560601-00:00:00,Junior Compiler
184020041100,張,百揆,分巡,4-6,1855.5,18550901-00:00:00,1857.75,18571201-00:00:00,分巡
184020041100,張,百揆,嶺西道管轄肇羅等處地方,4-6,1855.5,18550901-00:00:00,1857.75,18571201-00:00:00,嶺西道管轄肇羅等處地方
184020041100,張,百揆,知府,4-6,1850.5,18500901-00:00:00,1854.0,18540301-00:00:00,County Prefect
184130023200,呉,福年,侍講,4-6,1855.5,18550901-00:00:00,1857.0,18570301-00:00:00,attendant
184130023200,呉,福年,學士,4-6,1855.5,18550901-00:00:00,1857.0,18570301-00:00:00,Academician
184130023200,呉,福年,學政,1-3,1850.5,18500901-00:00:00,1855.0,18550301-00:00:00,Provincial Education Commissioner
184130023200,呉,福年,學政,no-rank,1850.5,18500901-00:00:00,1855.75,18551201-00:00:00,Provincial Education Commissioner
184130023200,呉,福年,日講起居注官,4-6,1855.5,18550901-00:00:00,1857.0,18570301-00:00:00,Day offical
184130023200,呉,福年,编修,7-9,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184130024500,袁,績懋,编修,7-9,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Junior Compiler
184130039600,龍,啟瑞,侍講,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,attendant
184130039600,龍,啟瑞,學士,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,Academician
184130039600,龍,啟瑞,學政,1-3,1856.75,18561201-00:00:00,1857.0,18570301-00:00:00,Provincial Education Commissioner
184130039600,龍,啟瑞,政使,no-rank,1857.5,18570901-00:00:00,1857.5,18570901-00:00:00,(government officer)
184130039600,龍,啟瑞,日講起居注官,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,Day offical
184130040600,龔,寳蓮,上書房行走,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Casual scholar
184130040600,龔,寳蓮,上書房行走,no-rank,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Casual scholar
184130040600,龔,寳蓮,侍講,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,attendant
184130040600,龔,寳蓮,司經局,no-rank,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,司經局
184130040600,龔,寳蓮,學士,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Academician
184130040600,龔,寳蓮,學政,1-3,1855.75,18551201-00:00:00,1856.0,18560301-00:00:00,Provincial Education Commissioner
184130040600,龔,寳蓮,日講起居注官,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Day offical
184130040600,龔,寳蓮,洗馬,no-rank,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Librarian
184130040600,龔,寳蓮,编修,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184130040800,胡,家玉,主事,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Secretary
184130040800,胡,家玉,郎中,4-6,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,Board Director
184130040800,胡,家玉,鴻臚寺少卿,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,鴻臚寺少卿
184440039700,孫,毓溎,事務,1-3,1851.75,18511201-00:00:00,1852.5,18520901-00:00:00,Administrator
184440039700,孫,毓溎,知府,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,County Prefect
184440040000,周,學濬,山東道,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,山東道
184440040000,周,學濬,監察御史,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,Censor
184440040000,周,學濬,编修,7-9,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Junior Compiler
184440040400,馮,培元,上書房行走,7-9,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,Casual scholar
184440040400,馮,培元,南書房行走,7-9,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Southern Internship
184440040400,馮,培元,學政,1-3,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Provincial Education Commissioner
184440040400,馮,培元,學政,no-rank,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Provincial Education Commissioner
184520040000,蕭,錦忠,修撰,4-6,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Senior Compiler
184530042700,金,鶴清,南書房行走,7-9,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Southern Internship
184530042700,金,鶴清,编修,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184720042500,龐,鍾璐,侍講,4-6,1854.75,18541201-00:00:00,1855.0,18550301-00:00:00,attendant
184720042500,龐,鍾璐,侍讀,4-6,1855.5,18550901-00:00:00,1855.75,18551201-00:00:00,attendant reader
184720042500,龐,鍾璐,侍郎,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Vice Minister
184720042500,龐,鍾璐,內閣學士,1-3,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Academician of the Grand Secretariat
184720042500,龐,鍾璐,學士,4-6,1854.75,18541201-00:00:00,1855.75,18551201-00:00:00,Academician
184720042500,龐,鍾璐,寺卿,1-3,1856.25,18560601-00:00:00,1857.75,18571201-00:00:00,Minister (of the Temple）
184720042500,龐,鍾璐,日講起居注官,4-6,1854.0,18540301-00:00:00,1855.75,18551201-00:00:00,Day offical
184720042500,龐,鍾璐,春坊庶子,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Mentor of the Secretariat of the Heir Apparent
184720042500,龐,鍾璐,编修,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
185030041100,陸,增祥,修撰,4-6,1850.5,18500901-00:00:00,1860.5,18600901-00:00:00,Senior Compiler
185030041100,陸,增祥,知府,4-6,1860.75,18601201-00:00:00,1862.25,18620601-00:00:00,County Prefect
185030042200,許,其光,副主考,7-9,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Assistant Provincial Examiner
185030042200,許,其光,監察御史,4-6,1860.0,18600301-00:00:00,1862.25,18620601-00:00:00,Censor
185030042200,許,其光,福建道,4-6,1860.0,18600301-00:00:00,1860.75,18601201-00:00:00,福建道
185030042200,許,其光,编修,7-9,1850.5,18500901-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
185030042300,謝,增,事中,4-6,1861.25,18610601-00:00:00,1864.0,18640301-00:00:00,Supervising Censor (?)
185030042300,謝,增,江西道,4-6,1856.25,18560601-00:00:00,1857.0,18570301-00:00:00,江西道
185030042300,謝,增,監察御史,4-6,1856.25,18560601-00:00:00,1860.75,18601201-00:00:00,Censor
185030042300,謝,增,编修,7-9,1850.5,18500901-00:00:00,1856.0,18560301-00:00:00,Junior Compiler
185030217000,翁,同龢,主事,4-6,1851.75,18511201-00:00:00,1855.75,18551201-00:00:00,Secretary
185030217000,翁,同龢,修撰,4-6,1856.25,18560601-00:00:00,1862.25,18620601-00:00:00,Senior Compiler
185030217000,翁,同龢,學政,no-rank,1858.75,18581201-00:00:00,1859.25,18590601-00:00:00,Provincial Education Commissioner
185030217000,翁,同龢,小京官,7-9,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,minor capital official
185120375900,楊,泗孫,副主考,7-9,1859.5,18590901-00:00:00,1859.5,18590901-00:00:00,Assistant Provincial Examiner
185120375900,楊,泗孫,南書房行走,7-9,1858.75,18581201-00:00:00,1861.25,18610601-00:00:00,Southern Internship
185120375900,楊,泗孫,學正,7-9,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,junior offical
185120375900,楊,泗孫,庶吉士,no-rank,1857.5,18570901-00:00:00,1857.5,18570901-00:00:00,Hanlin Bachelor
185120375900,楊,泗孫,编修,7-9,1852.5,18520901-00:00:00,1862.25,18620601-00:00:00,Junior Compiler
185230040700,章,鋆,上書房行走,4-6,1860.0,18600301-00:00:00,1861.25,18610601-00:00:00,Casual scholar
185230040700,章,鋆,修撰,4-6,1852.5,18520901-00:00:00,1859.75,18591201-00:00:00,Senior Compiler
185230040700,章,鋆,學政,1-3,1863.0,18630301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185230040700,章,鋆,學政,no-rank,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185230040700,章,鋆,正主考,4-6,1855.5,18550901-00:00:00,1855.75,18551201-00:00:00,Principal Chief Examiner
185230042100,潘,祖蔭,侍講,4-6,1857.5,18570901-00:00:00,1858.75,18581201-00:00:00,attendant
185230042100,潘,祖蔭,侍讀,4-6,1856.25,18560601-00:00:00,1859.75,18591201-00:00:00,attendant reader
185230042100,潘,祖蔭,光祿寺卿,1-3,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,光祿寺卿
185230042100,潘,祖蔭,南書房行走,1-3,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,Southern Internship
185230042100,潘,祖蔭,南書房行走,4-6,1856.75,18561201-00:00:00,1861.25,18610601-00:00:00,Southern Internship
185230042100,潘,祖蔭,大理寺少卿,4-6,1860.0,18600301-00:00:00,1861.25,18610601-00:00:00,大理寺少卿
185230042100,潘,祖蔭,學士,4-6,1858.75,18581201-00:00:00,1859.75,18591201-00:00:00,Academician
185230042100,潘,祖蔭,學士咸安宫總裁,4-6,1857.5,18570901-00:00:00,1857.75,18571201-00:00:00,學士咸安宫總裁
185230042100,潘,祖蔭,文淵閣校理,4-6,1857.5,18570901-00:00:00,1857.5,18570901-00:00:00,Member of the Hall of Profundity
185230042100,潘,祖蔭,日講起居注官,4-6,1856.75,18561201-00:00:00,1859.75,18591201-00:00:00,Day offical
185230042100,潘,祖蔭,正主考,4-6,1858.75,18581201-00:00:00,1858.75,18581201-00:00:00,Principal Chief Examiner
185230042100,潘,祖蔭,编修,7-9,1852.5,18520901-00:00:00,1856.25,18560601-00:00:00,Junior Compiler
185240342400,孫,念祖,other-7-9,7-9,1854.0,18540301-00:00:00,1856.75,18561201-00:00:00,blank
185240342400,孫,念祖,中書,7-9,1856.0,18560301-00:00:00,1856.0,18560301-00:00:00,Secretary
185240342400,孫,念祖,典史,no-rank,1857.5,18570901-00:00:00,1864.0,18640301-00:00:00,District Jailor
185240342400,孫,念祖,學政,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185240342400,孫,念祖,學政,no-rank,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185240342400,孫,念祖,教習,no-rank,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Instructor
185240342400,孫,念祖,编修,7-9,1859.5,18590901-00:00:00,1862.25,18620601-00:00:00,Junior Compiler
185410026100,孫,毓汶,other-7-9,7-9,1854.0,18540301-00:00:00,1856.25,18560601-00:00:00,blank
185410026100,孫,毓汶,编修,7-9,1856.25,18560601-00:00:00,1856.75,18561201-00:00:00,Junior Compiler
185410040700,孫,如僅,侍讀,4-6,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,attendant reader
185410040700,孫,如僅,修撰,4-6,1854.0,18540301-00:00:00,1860.75,18601201-00:00:00,Senior Compiler
185410040700,孫,如僅,內閣學士,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Academician of the Grand Secretariat
185410040700,孫,如僅,學士,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Academician
185410040700,孫,如僅,學政,1-3,1855.5,18550901-00:00:00,1863.0,18630301-00:00:00,Provincial Education Commissioner
185410040700,孫,如僅,學政,no-rank,1855.5,18550901-00:00:00,1857.75,18571201-00:00:00,Provincial Education Commissioner
185410040700,孫,如僅,日講起居注官,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Day offical
185410040700,孫,如僅,欽命,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,By Imperial Appointment
185410042000,呉,鳯藻,副主考,7-9,1855.5,18550901-00:00:00,1855.75,18551201-00:00:00,Assistant Provincial Examiner
185410042000,呉,鳯藻,编修,7-9,1854.0,18540301-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
185410042200,呂,朝瑞,上書房行走,7-9,1859.75,18591201-00:00:00,1861.25,18610601-00:00:00,Casual scholar
185410042200,呂,朝瑞,學政,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185410042200,呂,朝瑞,學政,no-rank,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
185410042200,呂,朝瑞,编修,7-9,1854.0,18540301-00:00:00,1862.25,18620601-00:00:00,Junior Compiler
185620041200,洪,昌燕,江南道,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,江南道
185620041200,洪,昌燕,監察御史,4-6,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,Censor
185620041200,洪,昌燕,编修,7-9,1856.25,18560601-00:00:00,1861.25,18610601-00:00:00,Junior Compiler
185620209700,翁,同龢,主事,4-6,1856.25,18560601-00:00:00,1856.25,18560601-00:00:00,Secretary
185930039800,孫,家鼐,修撰,4-6,1859.5,18590901-00:00:00,1864.0,18640301-00:00:00,Senior Compiler
185930039800,孫,家鼐,正主考,4-6,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Principal Chief Examiner
185930040500,李,文田,编修,7-9,1859.5,18590901-00:00:00,1862.25,18620601-00:00:00,Junior Compiler
185940025900,黄,貽楫,other-7-9,7-9,1859.75,18591201-00:00:00,1861.25,18610601-00:00:00,blank
185940025900,黄,貽楫,中書,7-9,1860.0,18600301-00:00:00,1860.75,18601201-00:00:00,Secretary
185940025900,黄,貽楫,書舍人,7-9,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Archivist
186010040300,鍾,駿馨,修撰,4-6,1860.0,18600301-00:00:00,1862.25,18620601-00:00:00,Senior Compiler
186010041500,林,彭年,编修,7-9,1860.0,18600301-00:00:00,1862.25,18620601-00:00:00,Junior Compiler
186010041700,歐陽,保極,南書房行走,7-9,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Southern Internship
186010041700,歐陽,保極,编修,7-9,1860.0,18600301-00:00:00,1862.25,18620601-00:00:00,Junior Compiler
186120061700,張,之萬,上書房行走,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Casual scholar
186120061700,張,之萬,日講起居注官,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Day offical
186120061700,張,之萬,詹事府詹事,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Household Administrator of the Heir Apparent
186120344900,翁,曾源,修撰,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Senior Compiler
186120344900,翁,曾源,學正,7-9,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,junior offical
186220040700,徐,郙,修撰,4-6,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,Senior Compiler
186220040700,徐,郙,南書房行走,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Southern Internship
186220040900,何,金壽,编修,7-9,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
186220041300,溫,忠翰,编修,7-9,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
186410040600,龔,承鈞,编修,7-9,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
186410041000,張,之洞,编修,7-9,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
186410135200,王,文在,小京官,7-9,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,minor capital official
186410234300,王,賡榮,小京官,7-9,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,minor capital official
